year,state,county_name,fips_code,rep_num,dem_num,county_num,vap,dem_margin,turnout,state_electoral_votes
2004,AR,Craighead,05031,15818.0,13665.0,29801,67475,-0.0722458977886648,0.4416598740274176,6
2004,AR,Crawford,05033,13391.0,6764.0,20401,42035,-0.3248370177932454,0.4853336505293208,6
2004,AR,Crittenden,05035,6930.0,8277.0,15300,36505,0.08803921568627451,0.41912066840158885,6
2004,AR,Cross,05037,3864.0,3135.0,7074,13750,-0.10305343511450382,0.5144727272727273,6
2004,AR,Dallas,05039,1699.0,1667.0,3383,6075,-0.009459060005911913,0.5568724279835391,6
2004,AR,Desha,05041,1729.0,2851.0,4647,9800,0.24144609425435765,0.4741836734693878,6
2004,AR,Drew,05043,3262.0,2952.0,6249,14055,-0.049607937269963195,0.4446104589114194,6
2004,AR,Faulkner,05045,21514.0,14538.0,36686,76785,-0.19015428228752113,0.4777756072149508,6
2004,AR,Franklin,05047,4181.0,3008.0,7289,13515,-0.16092742488681575,0.5393266740658528,6
2004,AR,Fulton,05049,2522.0,2370.0,4955,9150,-0.03067608476286579,0.5415300546448087,6
2004,AR,Garland,05051,21734.0,18040.0,40154,74415,-0.09199581610798425,0.5395955116575959,6
2004,AR,Grant,05053,4205.0,2524.0,6770,13160,-0.248301329394387,0.5144376899696048,6
2004,AR,Greene,05055,7232.0,6561.0,13947,29950,-0.04811070481107048,0.4656761268781302,6
2004,AR,Hempstead,05057,3580.0,3817.0,7452,15905,0.03180354267310789,0.468531908204967,6
2004,AR,Hot Spring,05059,5962.0,5903.0,12068,24190,-0.004888962545575075,0.4988838362959901,6
2004,AR,Howard,05061,2736.0,2166.0,4943,9820,-0.11531458628363342,0.5033604887983707,6
2004,AR,Independence,05063,7430.0,5443.0,13011,25740,-0.15271693182691568,0.5054778554778555,6
2004,AR,Izard,05065,2833.0,2586.0,5493,10410,-0.0449663207718915,0.5276657060518732,6
2004,AR,Jackson,05067,2624.0,3515.0,6219,13290,0.14327062228654125,0.46794582392776524,6
2004,AR,Jefferson,05069,10218.0,19675.0,30493,59205,0.31013675269734037,0.5150409593784309,6
2004,AR,Johnson,05071,4311.0,3622.0,8044,17190,-0.0856539035305818,0.46794648051192556,6
2004,AR,Lafayette,05073,1604.0,1567.0,3191,6000,-0.011595111250391726,0.5318333333333334,6
2004,AR,Lawrence,05075,2951.0,3544.0,6615,13025,0.08964474678760392,0.5078694817658349,6
2004,AR,Lee,05077,1492.0,2548.0,4080,8325,0.25882352941176473,0.4900900900900901,6
2004,AR,Lincoln,05079,1921.0,2149.0,4109,11020,0.055487953273302505,0.37286751361161524,6
2004,AR,Little River,05081,2575.0,2677.0,5294,10010,0.01926709482432943,0.5288711288711289,6
2004,AR,Logan,05083,5076.0,3361.0,8551,16825,-0.20056133785522162,0.5082317979197623,6
2004,AR,Lonoke,05085,14398.0,7454.0,22030,45480,-0.31520653654108033,0.48438874230430956,6
2004,AR,Madison,05087,3873.0,2421.0,6384,11390,-0.2274436090225564,0.5604916593503073,6
2004,AR,Marion,05089,4127.0,2602.0,6867,13235,-0.2220765982233872,0.5188515300340008,6
2004,AR,Miller,05091,8448.0,6139.0,14678,32040,-0.15731026025344053,0.45811485642946315,6
2004,AR,Mississippi,05093,6121.0,7593.0,14153,33045,0.10400621776301844,0.42829474958390074,6
2004,AR,Monroe,05095,1586.0,2049.0,3667,6490,0.12626124897736568,0.5650231124807396,6
2004,AR,Montgomery,05097,2367.0,1524.0,3958,6945,-0.21298635674583122,0.569906407487401,6
2004,AR,Nevada,05099,1752.0,1694.0,3477,7070,-0.016681046879493816,0.4917963224893918,6
2004,AR,Newton,05101,2779.0,1506.0,4378,6550,-0.29077204202832346,0.6683969465648855,6
2004,AR,Ouachita,05103,5345.0,5188.0,10650,19660,-0.014741784037558686,0.5417090539165819,6
2004,AR,Perry,05105,2435.0,1921.0,4431,7770,-0.11600090273076055,0.5702702702702702,6
2004,AR,Phillips,05107,3161.0,5642.0,8868,15305,0.2797699594046008,0.5794184906893172,6
2004,AR,Pike,05109,2013.0,1310.0,3367,7970,-0.2087912087912088,0.42245922208281056,6
2004,AR,Poinsett,05111,3555.0,4069.0,7723,18425,0.06655444775346368,0.41915875169606515,6
2004,AR,Polk,05113,5192.0,2473.0,7799,14975,-0.3486344403128606,0.5208013355592654,6
2004,AR,Pope,05115,13614.0,7100.0,20902,43860,-0.3116448186776385,0.47656178750569994,6
2004,AR,Prairie,05117,2030.0,1562.0,3624,6940,-0.1291390728476821,0.5221902017291066,6
2004,AR,Pulaski,05119,67617.0,82755.0,151758,271920,0.0997509192266635,0.5580979699911739,6
2004,AR,Randolph,05121,3158.0,3412.0,6667,13730,0.03809809509524524,0.48557902403495995,6
2004,AR,St. Francis,05123,3815.0,5684.0,9588,19305,0.19493116395494367,0.4966588966588967,6
2004,AR,Saline,05125,24864.0,14153.0,39376,71255,-0.27201848841934173,0.5526068346080977,6
