geoid,geoname,year,cvap_est
05000US17061,"Greene County, Illinois",2006,10692.0
05000US18055,"Greene County, Indiana",2006,25085.0
05000US19073,"Greene County, Iowa",2006,7265.0
05000US28041,"Greene County, Mississippi",2006,11099.0
05000US29077,"Greene County, Missouri",2006,204652.0
05000US36039,"Greene County, New York",2006,38428.0
05000US37079,"Greene County, North Carolina",2006,14646.0
05000US39057,"Greene County, Ohio",2006,120601.0
05000US42059,"Greene County, Pennsylvania",2006,31489.0
05000US47059,"Greene County, Tennessee",2006,51636.0
05000US51079,"Greene County, Virginia",2006,12798.0
05000US04011,"Greenlee County, Arizona",2006,5258.0
05000US51081,"Greensville County, Virginia",2006,9979.0
05000US21089,"Greenup County, Kentucky",2006,28888.0
05000US45045,"Greenville County, South Carolina",2006,296410.0
05000US20073,"Greenwood County, Kansas",2006,5395.0
05000US45047,"Greenwood County, South Carolina",2006,49831.0
05000US40055,"Greer County, Oklahoma",2006,4981.0
05000US48183,"Gregg County, Texas",2006,80967.0
05000US46053,"Gregory County, South Dakota",2006,3309.0
05000US28043,"Grenada County, Mississippi",2006,16691.0
05000US38039,"Griggs County, North Dakota",2006,1976.0
05000US48185,"Grimes County, Texas",2006,18415.0
05000US17063,"Grundy County, Illinois",2006,33801.0
05000US19075,"Grundy County, Iowa",2006,9394.0
05000US29079,"Grundy County, Missouri",2006,7843.0
05000US47061,"Grundy County, Tennessee",2006,10683.0
05000US35019,"Guadalupe County, New Mexico",2006,3505.0
05000US48187,"Guadalupe County, Texas",2006,77179.0
05000US72057,"Guayama Municipio, Puerto Rico",2006,33463.0
05000US72059,"Guayanilla Municipio, Puerto Rico",2006,17050.0
05000US72061,"Guaynabo Municipio, Puerto Rico",2006,76195.0
05000US39059,"Guernsey County, Ohio",2006,30385.0
05000US37081,"Guilford County, North Carolina",2006,328052.0
05000US12045,"Gulf County, Florida",2006,12751.0
05000US08051,"Gunnison County, Colorado",2006,11402.0
05000US72063,"Gurabo Municipio, Puerto Rico",2006,31052.0
05000US19077,"Guthrie County, Iowa",2006,8378.0
05000US72055,"Gu�nica Municipio, Puerto Rico",2006,15943.0
05000US13135,"Gwinnett County, Georgia",2006,418520.0
05000US46055,"Haakon County, South Dakota",2006,1439.0
05000US13137,"Habersham County, Georgia",2006,29442.0
05000US02100,"Haines Borough, Alaska",2006,1730.0
05000US01065,"Hale County, Alabama",2006,12464.0
05000US48189,"Hale County, Texas",2006,23979.0
05000US37083,"Halifax County, North Carolina",2006,41976.0
05000US51083,"Halifax County, Virginia",2006,27913.0
05000US13139,"Hall County, Georgia",2006,101220.0
05000US31079,"Hall County, Nebraska",2006,36483.0
05000US48191,"Hall County, Texas",2006,2273.0
05000US47063,"Hamblen County, Tennessee",2006,43004.0
05000US12047,"Hamilton County, Florida",2006,11119.0
05000US17065,"Hamilton County, Illinois",2006,6472.0
05000US18057,"Hamilton County, Indiana",2006,165733.0
05000US19079,"Hamilton County, Iowa",2006,11800.0
05000US20075,"Hamilton County, Kansas",2006,1661.0
05000US31081,"Hamilton County, Nebraska",2006,6696.0
05000US36041,"Hamilton County, New York",2006,4024.0
05000US39061,"Hamilton County, Ohio",2006,602006.0
05000US47065,"Hamilton County, Tennessee",2006,244636.0
05000US48193,"Hamilton County, Texas",2006,6358.0
05000US46057,"Hamlin County, South Dakota",2006,3976.0
05000US25013,"Hampden County, Massachusetts",2006,331286.0
05000US25015,"Hampshire County, Massachusetts",2006,122287.0
05000US54027,"Hampshire County, West Virginia",2006,17813.0
05000US45049,"Hampton County, South Carolina",2006,15516.0
05000US51650,"Hampton city, Virginia",2006,105710.0
05000US13141,"Hancock County, Georgia",2006,7561.0
05000US17067,"Hancock County, Illinois",2006,14969.0
05000US18059,"Hancock County, Indiana",2006,47939.0
05000US19081,"Hancock County, Iowa",2006,8665.0
05000US21091,"Hancock County, Kentucky",2006,6246.0
05000US23009,"Hancock County, Maine",2006,42985.0
05000US28045,"Hancock County, Mississippi",2006,30205.0
05000US39063,"Hancock County, Ohio",2006,55246.0
05000US47067,"Hancock County, Tennessee",2006,5305.0
05000US54029,"Hancock County, West Virginia",2006,24472.0
05000US46059,"Hand County, South Dakota",2006,2685.0
05000US51085,"Hanover County, Virginia",2006,70631.0
05000US48195,"Hansford County, Texas",2006,3235.0
05000US46061,"Hanson County, South Dakota",2006,2357.0
05000US13143,"Haralson County, Georgia",2006,20825.0
05000US12049,"Hardee County, Florida",2006,15024.0
05000US47069,"Hardeman County, Tennessee",2006,21733.0
05000US48197,"Hardeman County, Texas",2006,3084.0
05000US17069,"Hardin County, Illinois",2006,3516.0
05000US19083,"Hardin County, Iowa",2006,13245.0
05000US21093,"Hardin County, Kentucky",2006,71837.0
05000US39065,"Hardin County, Ohio",2006,24657.0
05000US47071,"Hardin County, Tennessee",2006,20265.0
05000US48199,"Hardin County, Texas",2006,38176.0
05000US35021,"Harding County, New Mexico",2006,594.0
05000US46063,"Harding County, South Dakota",2006,933.0
05000US54031,"Hardy County, West Virginia",2006,10439.0
05000US24025,"Harford County, Maryland",2006,174318.0
05000US21095,"Harlan County, Kentucky",2006,23592.0
05000US31083,"Harlan County, Nebraska",2006,2699.0
05000US40057,"Harmon County, Oklahoma",2006,2140.0
05000US37085,"Harnett County, North Carolina",2006,71866.0
05000US41025,"Harney County, Oregon",2006,5486.0
05000US20077,"Harper County, Kansas",2006,4591.0
05000US40059,"Harper County, Oklahoma",2006,2504.0
05000US13145,"Harris County, Georgia",2006,22089.0
05000US48201,"Harris County, Texas",2006,2125058.0
05000US18061,"Harrison County, Indiana",2006,28666.0
05000US19085,"Harrison County, Iowa",2006,11563.0
05000US21097,"Harrison County, Kentucky",2006,13994.0
05000US28047,"Harrison County, Mississippi",2006,128694.0
05000US29081,"Harrison County, Missouri",2006,6806.0
05000US39067,"Harrison County, Ohio",2006,12316.0
05000US48203,"Harrison County, Texas",2006,45283.0
05000US54033,"Harrison County, West Virginia",2006,53292.0
05000US51660,"Harrisonburg city, Virginia",2006,34340.0
05000US13147,"Hart County, Georgia",2006,18537.0
05000US21099,"Hart County, Kentucky",2006,13604.0
05000US09003,"Hartford County, Connecticut",2006,620175.0
05000US48205,"Hartley County, Texas",2006,4187.0
05000US20079,"Harvey County, Kansas",2006,24399.0
05000US20081,"Haskell County, Kansas",2006,2591.0
05000US40061,"Haskell County, Oklahoma",2006,9077.0
05000US48207,"Haskell County, Texas",2006,4285.0
05000US72065,"Hatillo Municipio, Puerto Rico",2006,31207.0
05000US15001,"Hawaii County, Hawaii",2006,124068.0
05000US47073,"Hawkins County, Tennessee",2006,43367.0
05000US31085,"Hayes County, Nebraska",2006,813.0
05000US48209,"Hays County, Texas",2006,93629.0
05000US37087,"Haywood County, North Carolina",2006,44989.0
05000US47075,"Haywood County, Tennessee",2006,13890.0
05000US13149,"Heard County, Georgia",2006,8495.0
05000US48211,"Hemphill County, Texas",2006,2509.0
05000US05057,"Hempstead County, Arkansas",2006,15831.0
05000US17071,"Henderson County, Illinois",2006,5958.0
05000US21101,"Henderson County, Kentucky",2006,34540.0
05000US37089,"Henderson County, North Carolina",2006,74258.0
05000US47077,"Henderson County, Tennessee",2006,20494.0
05000US48213,"Henderson County, Texas",2006,56682.0
05000US18063,"Hendricks County, Indiana",2006,94407.0
05000US12051,"Hendry County, Florida",2006,19999.0
05000US27053,"Hennepin County, Minnesota",2006,784765.0
05000US51087,"Henrico County, Virginia",2006,203773.0
05000US01067,"Henry County, Alabama",2006,12802.0
05000US13151,"Henry County, Georgia",2006,122790.0
05000US17073,"Henry County, Illinois",2006,37642.0
05000US18065,"Henry County, Indiana",2006,37712.0
05000US19087,"Henry County, Iowa",2006,14840.0
05000US21103,"Henry County, Kentucky",2006,11304.0
05000US29083,"Henry County, Missouri",2006,17419.0
05000US39069,"Henry County, Ohio",2006,21254.0
05000US47079,"Henry County, Tennessee",2006,24570.0
05000US51089,"Henry County, Virginia",2006,42234.0
05000US36043,"Herkimer County, New York",2006,48982.0
05000US12053,"Hernando County, Florida",2006,127786.0
05000US37091,"Hertford County, North Carolina",2006,17982.0
05000US38041,"Hettinger County, North Dakota",2006,2003.0
05000US21105,"Hickman County, Kentucky",2006,3929.0
05000US47081,"Hickman County, Tennessee",2006,18258.0
05000US29085,"Hickory County, Missouri",2006,7707.0
05000US35023,"Hidalgo County, New Mexico",2006,3557.0
05000US48215,"Hidalgo County, Texas",2006,314384.0
05000US39071,"Highland County, Ohio",2006,31938.0
05000US51091,"Highland County, Virginia",2006,2078.0
05000US12055,"Highlands County, Florida",2006,72858.0
05000US30041,"Hill County, Montana",2006,11796.0
05000US48217,"Hill County, Texas",2006,24233.0
05000US12057,"Hillsborough County, Florida",2006,776775.0
05000US33011,"Hillsborough County, New Hampshire",2006,283601.0
05000US26059,"Hillsdale County, Michigan",2006,35244.0
05000US28049,"Hinds County, Mississippi",2006,177783.0
05000US08053,"Hinsdale County, Colorado",2006,534.0
05000US31087,"Hitchcock County, Nebraska",2006,2309.0
05000US39073,"Hocking County, Ohio",2006,22176.0
05000US48219,"Hockley County, Texas",2006,15641.0
05000US20083,"Hodgeman County, Kansas",2006,1429.0
05000US37093,"Hoke County, North Carolina",2006,27836.0
05000US12059,"Holmes County, Florida",2006,15264.0
05000US28051,"Holmes County, Mississippi",2006,14084.0
05000US39075,"Holmes County, Ohio",2006,26831.0
05000US29087,"Holt County, Missouri",2006,4007.0
05000US31089,"Holt County, Nebraska",2006,7950.0
05000US15003,"Honolulu County, Hawaii",2006,644650.0
05000US48221,"Hood County, Texas",2006,35581.0
05000US41027,"Hood River County, Oregon",2006,12582.0
05000US31091,"Hooker County, Nebraska",2006,532.0
05000US02105,"Hoonah-Angoon Census Area, Alaska",2006,1593.0
05000US51670,"Hopewell city, Virginia",2006,16282.0
05000US21107,"Hopkins County, Kentucky",2006,35948.0
05000US48223,"Hopkins County, Texas",2006,23318.0
05000US72067,"Hormigueros Municipio, Puerto Rico",2006,13492.0
05000US45051,"Horry County, South Carolina",2006,178507.0
05000US05059,"Hot Spring County, Arkansas",2006,24239.0
05000US56017,"Hot Springs County, Wyoming",2006,3719.0
05000US26061,"Houghton County, Michigan",2006,27481.0
05000US01069,"Houston County, Alabama",2006,72212.0
05000US13153,"Houston County, Georgia",2006,91800.0
05000US27055,"Houston County, Minnesota",2006,14644.0
05000US47083,"Houston County, Tennessee",2006,6176.0
05000US48225,"Houston County, Texas",2006,17329.0
05000US05061,"Howard County, Arkansas",2006,9731.0
05000US18067,"Howard County, Indiana",2006,62736.0
05000US19089,"Howard County, Iowa",2006,7232.0
05000US24027,"Howard County, Maryland",2006,180641.0
05000US29089,"Howard County, Missouri",2006,7818.0
05000US31093,"Howard County, Nebraska",2006,4749.0
05000US48227,"Howard County, Texas",2006,21066.0
05000US29091,"Howell County, Missouri",2006,29123.0
05000US27057,"Hubbard County, Minnesota",2006,15157.0
05000US34017,"Hudson County, New Jersey",2006,355719.0
05000US48229,"Hudspeth County, Texas",2006,1493.0
05000US08055,"Huerfano County, Colorado",2006,5578.0
05000US40063,"Hughes County, Oklahoma",2006,10569.0
05000US46065,"Hughes County, South Dakota",2006,12602.0
05000US72069,"Humacao Municipio, Puerto Rico",2006,44912.0
05000US06023,"Humboldt County, California",2006,101069.0
05000US19091,"Humboldt County, Iowa",2006,7460.0
05000US32013,"Humboldt County, Nevada",2006,10890.0
05000US28053,"Humphreys County, Mississippi",2006,7033.0
05000US47085,"Humphreys County, Tennessee",2006,13843.0
05000US48231,"Hunt County, Texas",2006,57557.0
05000US34019,"Hunterdon County, New Jersey",2006,93066.0
05000US42061,"Huntingdon County, Pennsylvania",2006,36369.0
05000US18069,"Huntington County, Indiana",2006,28372.0
05000US26063,"Huron County, Michigan",2006,26360.0
05000US39077,"Huron County, Ohio",2006,42689.0
05000US46067,"Hutchinson County, South Dakota",2006,5599.0
05000US48233,"Hutchinson County, Texas",2006,15407.0
05000US37095,"Hyde County, North Carolina",2006,4574.0
05000US46069,"Hyde County, South Dakota",2006,1124.0
05000US22045,"Iberia Parish, Louisiana",2006,52361.0
05000US22047,"Iberville Parish, Louisiana",2006,25158.0
05000US19093,"Ida County, Iowa",2006,5479.0
05000US16049,"Idaho County, Idaho",2006,12250.0
05000US06025,"Imperial County, California",2006,83569.0
05000US05063,"Independence County, Arkansas",2006,25976.0
05000US12061,"Indian River County, Florida",2006,96935.0
05000US42063,"Indiana County, Pennsylvania",2006,71526.0
05000US26065,"Ingham County, Michigan",2006,205597.0
05000US06027,"Inyo County, California",2006,13088.0
05000US26067,"Ionia County, Michigan",2006,47119.0
05000US26069,"Iosco County, Michigan",2006,21309.0
05000US19095,"Iowa County, Iowa",2006,12131.0
05000US55049,"Iowa County, Wisconsin",2006,17568.0
05000US37097,"Iredell County, North Carolina",2006,106329.0
05000US48235,"Irion County, Texas",2006,1221.0
05000US26071,"Iron County, Michigan",2006,9950.0
05000US29093,"Iron County, Missouri",2006,8007.0
05000US49021,"Iron County, Utah",2006,28622.0
05000US55051,"Iron County, Wisconsin",2006,5118.0
05000US17075,"Iroquois County, Illinois",2006,22594.0
05000US13155,"Irwin County, Georgia",2006,7285.0
05000US72071,"Isabela Municipio, Puerto Rico",2006,35221.0
05000US26073,"Isabella County, Michigan",2006,54951.0
05000US27059,"Isanti County, Minnesota",2006,27380.0
05000US53029,"Island County, Washington",2006,59676.0
05000US51093,"Isle of Wight County, Virginia",2006,26005.0
05000US28055,"Issaquena County, Mississippi",2006,1428.0
05000US27061,"Itasca County, Minnesota",2006,34730.0
05000US28057,"Itawamba County, Mississippi",2006,17636.0
05000US05065,"Izard County, Arkansas",2006,10664.0
05000US48237,"Jack County, Texas",2006,6727.0
05000US01071,"Jackson County, Alabama",2006,40736.0
05000US05067,"Jackson County, Arkansas",2006,13957.0
05000US08057,"Jackson County, Colorado",2006,1119.0
05000US12063,"Jackson County, Florida",2006,38994.0
05000US13157,"Jackson County, Georgia",2006,40130.0
05000US17077,"Jackson County, Illinois",2006,47586.0
05000US18071,"Jackson County, Indiana",2006,29752.0
05000US19097,"Jackson County, Iowa",2006,15267.0
05000US20085,"Jackson County, Kansas",2006,9649.0
05000US21109,"Jackson County, Kentucky",2006,10275.0
05000US26075,"Jackson County, Michigan",2006,121706.0
05000US27063,"Jackson County, Minnesota",2006,8149.0
05000US28059,"Jackson County, Mississippi",2006,97307.0
05000US29095,"Jackson County, Missouri",2006,481303.0
05000US37099,"Jackson County, North Carolina",2006,29544.0
05000US39079,"Jackson County, Ohio",2006,25107.0
05000US40065,"Jackson County, Oklahoma",2006,18662.0
05000US41029,"Jackson County, Oregon",2006,146415.0
05000US46071,"Jackson County, South Dakota",2006,1857.0
05000US47087,"Jackson County, Tennessee",2006,8816.0
05000US48239,"Jackson County, Texas",2006,9943.0
05000US54035,"Jackson County, West Virginia",2006,22128.0
05000US55053,"Jackson County, Wisconsin",2006,15403.0
05000US22049,"Jackson Parish, Louisiana",2006,12057.0
05000US51095,"James City County, Virginia",2006,45590.0
05000US13159,"Jasper County, Georgia",2006,9691.0
05000US17079,"Jasper County, Illinois",2006,7500.0
05000US18073,"Jasper County, Indiana",2006,23669.0
05000US19099,"Jasper County, Iowa",2006,28214.0
05000US28061,"Jasper County, Mississippi",2006,13071.0
05000US29097,"Jasper County, Missouri",2006,81617.0
05000US45053,"Jasper County, South Carolina",2006,14678.0
05000US48241,"Jasper County, Texas",2006,25478.0
05000US18075,"Jay County, Indiana",2006,15523.0
05000US72073,"Jayuya Municipio, Puerto Rico",2006,12622.0
05000US13161,"Jeff Davis County, Georgia",2006,9699.0
05000US48243,"Jeff Davis County, Texas",2006,1707.0
05000US01073,"Jefferson County, Alabama",2006,484139.0
05000US05069,"Jefferson County, Arkansas",2006,60170.0
05000US08059,"Jefferson County, Colorado",2006,380714.0
05000US12065,"Jefferson County, Florida",2006,11374.0
05000US13163,"Jefferson County, Georgia",2006,12415.0
05000US16051,"Jefferson County, Idaho",2006,14491.0
05000US17081,"Jefferson County, Illinois",2006,30659.0
05000US18077,"Jefferson County, Indiana",2006,24348.0
05000US19101,"Jefferson County, Iowa",2006,11441.0
05000US20087,"Jefferson County, Kansas",2006,14121.0
05000US21111,"Jefferson County, Kentucky",2006,524513.0
05000US28063,"Jefferson County, Mississippi",2006,6463.0
05000US29099,"Jefferson County, Missouri",2006,157659.0
05000US30043,"Jefferson County, Montana",2006,8302.0
05000US31095,"Jefferson County, Nebraska",2006,6076.0
05000US36045,"Jefferson County, New York",2006,85465.0
05000US39081,"Jefferson County, Ohio",2006,55574.0
05000US40067,"Jefferson County, Oklahoma",2006,4828.0
05000US41031,"Jefferson County, Oregon",2006,13638.0
05000US42065,"Jefferson County, Pennsylvania",2006,35478.0
05000US47089,"Jefferson County, Tennessee",2006,37971.0
05000US48245,"Jefferson County, Texas",2006,173104.0
05000US53031,"Jefferson County, Washington",2006,24154.0
05000US54037,"Jefferson County, West Virginia",2006,37858.0
05000US55055,"Jefferson County, Wisconsin",2006,59630.0
05000US28065,"Jefferson Davis County, Mississippi",2006,9587.0
05000US22053,"Jefferson Davis Parish, Louisiana",2006,22603.0
05000US22051,"Jefferson Parish, Louisiana",2006,314587.0
05000US13165,"Jenkins County, Georgia",2006,5763.0
05000US18079,"Jennings County, Indiana",2006,20401.0
05000US46073,"Jerauld County, South Dakota",2006,1597.0
05000US16053,"Jerome County, Idaho",2006,12193.0
05000US17083,"Jersey County, Illinois",2006,17484.0
05000US21113,"Jessamine County, Kentucky",2006,32955.0
05000US20089,"Jewell County, Kansas",2006,2615.0
05000US48247,"Jim Hogg County, Texas",2006,3481.0
05000US48249,"Jim Wells County, Texas",2006,28116.0
05000US17085,"Jo Daviess County, Illinois",2006,17629.0
05000US05071,"Johnson County, Arkansas",2006,17479.0
05000US13167,"Johnson County, Georgia",2006,7549.0
05000US17087,"Johnson County, Illinois",2006,10404.0
05000US18081,"Johnson County, Indiana",2006,95872.0
05000US19103,"Johnson County, Iowa",2006,94257.0
05000US20091,"Johnson County, Kansas",2006,359041.0
05000US21115,"Johnson County, Kentucky",2006,18210.0
05000US29101,"Johnson County, Missouri",2006,39194.0
05000US31097,"Johnson County, Nebraska",2006,4090.0
05000US47091,"Johnson County, Tennessee",2006,14875.0
05000US48251,"Johnson County, Texas",2006,96832.0
05000US56019,"Johnson County, Wyoming",2006,6373.0
05000US37101,"Johnston County, North Carolina",2006,100783.0
05000US40069,"Johnston County, Oklahoma",2006,7953.0
05000US13169,"Jones County, Georgia",2006,20296.0
05000US19105,"Jones County, Iowa",2006,15896.0
05000US28067,"Jones County, Mississippi",2006,48167.0
05000US37103,"Jones County, North Carolina",2006,7682.0
05000US46075,"Jones County, South Dakota",2006,843.0
05000US48253,"Jones County, Texas",2006,15368.0
05000US41033,"Josephine County, Oregon",2006,62703.0
05000US49023,"Juab County, Utah",2006,5928.0
05000US72075,"Juana D�az Municipio, Puerto Rico",2006,37282.0
05000US30045,"Judith Basin County, Montana",2006,1727.0
05000US72077,"Juncos Municipio, Puerto Rico",2006,28935.0
05000US02110,"Juneau City and Borough, Alaska",2006,22716.0
05000US55057,"Juneau County, Wisconsin",2006,20503.0
05000US42067,"Juniata County, Pennsylvania",2006,18007.0
05000US26077,"Kalamazoo County, Michigan",2006,182126.0
05000US15005,"Kalawao County, Hawaii",2006,67.0
05000US26079,"Kalkaska County, Michigan",2006,13086.0
05000US27065,"Kanabec County, Minnesota",2006,12222.0
05000US54039,"Kanawha County, West Virginia",2006,153135.0
05000US27067,"Kandiyohi County, Minnesota",2006,30813.0
05000US17089,"Kane County, Illinois",2006,290633.0
05000US49025,"Kane County, Utah",2006,5051.0
05000US17091,"Kankakee County, Illinois",2006,80557.0
05000US48255,"Karnes County, Texas",2006,11442.0
05000US15007,"Kauai County, Hawaii",2006,45775.0
05000US48257,"Kaufman County, Texas",2006,61576.0
05000US40071,"Kay County, Oklahoma",2006,33992.0
05000US31099,"Kearney County, Nebraska",2006,4929.0
05000US20093,"Kearny County, Kansas",2006,2407.0
05000US31101,"Keith County, Nebraska",2006,6297.0
05000US28069,"Kemper County, Mississippi",2006,7729.0
05000US02122,"Kenai Peninsula Borough, Alaska",2006,39354.0
05000US17093,"Kendall County, Illinois",2006,64467.0
05000US48259,"Kendall County, Texas",2006,20308.0
05000US48261,"Kenedy County, Texas",2006,214.0
05000US23011,"Kennebec County, Maine",2006,94257.0
05000US55059,"Kenosha County, Wisconsin",2006,114605.0
05000US10001,"Kent County, Delaware",2006,109457.0
05000US24029,"Kent County, Maryland",2006,16060.0
05000US26081,"Kent County, Michigan",2006,406833.0
05000US44003,"Kent County, Rhode Island",2006,129516.0
05000US48263,"Kent County, Texas",2006,681.0
05000US21117,"Kenton County, Kentucky",2006,114378.0
05000US19107,"Keokuk County, Iowa",2006,8110.0
05000US06029,"Kern County, California",2006,444956.0
05000US48265,"Kerr County, Texas",2006,36274.0
05000US45055,"Kershaw County, South Carolina",2006,42813.0
05000US02130,"Ketchikan Gateway Borough, Alaska",2006,9656.0
05000US55061,"Kewaunee County, Wisconsin",2006,15487.0
05000US26083,"Keweenaw County, Michigan",2006,1679.0
05000US31103,"Keya Paha County, Nebraska",2006,634.0
05000US38043,"Kidder County, North Dakota",2006,1936.0
05000US31105,"Kimball County, Nebraska",2006,2858.0
05000US48267,"Kimble County, Texas",2006,3445.0
05000US48269,"King County, Texas",2006,221.0
05000US53033,"King County, Washington",2006,1256425.0
05000US51099,"King George County, Virginia",2006,15723.0
05000US51101,"King William County, Virginia",2006,11251.0
05000US51097,"King and Queen County, Virginia",2006,5347.0
05000US40073,"Kingfisher County, Oklahoma",2006,10019.0
05000US20095,"Kingman County, Kansas",2006,6084.0
05000US06031,"Kings County, California",2006,88000.0
05000US36047,"Kings County, New York",2006,1470374.0
05000US46077,"Kingsbury County, South Dakota",2006,4127.0
05000US48271,"Kinney County, Texas",2006,2341.0
05000US08061,"Kiowa County, Colorado",2006,1210.0
05000US20097,"Kiowa County, Kansas",2006,2061.0
05000US40075,"Kiowa County, Oklahoma",2006,7285.0
05000US08063,"Kit Carson County, Colorado",2006,5918.0
05000US53035,"Kitsap County, Washington",2006,177402.0
05000US53037,"Kittitas County, Washington",2006,29766.0
05000US27069,"Kittson County, Minnesota",2006,3625.0
05000US41035,"Klamath County, Oregon",2006,49102.0
05000US48273,"Kleberg County, Texas",2006,22129.0
05000US53039,"Klickitat County, Washington",2006,14547.0
05000US21119,"Knott County, Kentucky",2006,13213.0
05000US17095,"Knox County, Illinois",2006,41556.0
05000US18083,"Knox County, Indiana",2006,29851.0
05000US21121,"Knox County, Kentucky",2006,24014.0
05000US23013,"Knox County, Maine",2006,32016.0
05000US29103,"Knox County, Missouri",2006,3136.0
05000US31107,"Knox County, Nebraska",2006,6628.0
05000US39083,"Knox County, Ohio",2006,44732.0
05000US47093,"Knox County, Tennessee",2006,315813.0
05000US48275,"Knox County, Texas",2006,2686.0
05000US02150,"Kodiak Island Borough, Alaska",2006,8641.0
05000US27071,"Koochiching County, Minnesota",2006,10408.0
05000US16055,"Kootenai County, Idaho",2006,95613.0
05000US18085,"Kosciusko County, Indiana",2006,54264.0
05000US19109,"Kossuth County, Iowa",2006,12114.0
05000US02158,"Kusilvak Census Area, Alaska",2006,4347.0
05000US55063,"La Crosse County, Wisconsin",2006,85641.0
05000US04012,"La Paz County, Arizona",2006,14704.0
05000US08067,"La Plata County, Colorado",2006,37931.0
05000US48283,"La Salle County, Texas",2006,4042.0
05000US18087,"LaGrange County, Indiana",2006,23491.0
05000US38045,"LaMoure County, North Dakota",2006,3316.0
05000US18091,"LaPorte County, Indiana",2006,83214.0
05000US17099,"LaSalle County, Illinois",2006,84961.0
05000US22059,"LaSalle Parish, Louisiana",2006,10866.0
05000US20099,"Labette County, Kansas",2006,16564.0
05000US27073,"Lac qui Parle County, Minnesota",2006,5808.0
05000US42069,"Lackawanna County, Pennsylvania",2006,165233.0
05000US29105,"Laclede County, Missouri",2006,26210.0
05000US05073,"Lafayette County, Arkansas",2006,6068.0
05000US12067,"Lafayette County, Florida",2006,5998.0
05000US28071,"Lafayette County, Mississippi",2006,34096.0
05000US29107,"Lafayette County, Missouri",2006,24836.0
05000US55065,"Lafayette County, Wisconsin",2006,12087.0
05000US22055,"Lafayette Parish, Louisiana",2006,150226.0
05000US22057,"Lafourche Parish, Louisiana",2006,69133.0
05000US72079,"Lajas Municipio, Puerto Rico",2006,20511.0
05000US06033,"Lake County, California",2006,47474.0
05000US08065,"Lake County, Colorado",2006,4396.0
05000US12069,"Lake County, Florida",2006,212042.0
05000US17097,"Lake County, Illinois",2006,434767.0
05000US18089,"Lake County, Indiana",2006,350189.0
05000US26085,"Lake County, Michigan",2006,9024.0
05000US27075,"Lake County, Minnesota",2006,8801.0
05000US30047,"Lake County, Montana",2006,20634.0
05000US39085,"Lake County, Ohio",2006,173835.0
05000US41037,"Lake County, Oregon",2006,5947.0
05000US46079,"Lake County, South Dakota",2006,8495.0
05000US47095,"Lake County, Tennessee",2006,6282.0
05000US02164,"Lake and Peninsula Borough, Alaska",2006,887.0
05000US27077,"Lake of the Woods County, Minnesota",2006,3293.0
05000US01075,"Lamar County, Alabama",2006,11414.0
05000US13171,"Lamar County, Georgia",2006,13376.0
05000US28073,"Lamar County, Mississippi",2006,35498.0
05000US48277,"Lamar County, Texas",2006,35921.0
05000US48279,"Lamb County, Texas",2006,9241.0
05000US50015,"Lamoille County, Vermont",2006,18506.0
05000US48281,"Lampasas County, Texas",2006,13702.0
05000US31109,"Lancaster County, Nebraska",2006,199773.0
05000US42071,"Lancaster County, Pennsylvania",2006,365843.0
05000US45057,"Lancaster County, South Carolina",2006,50896.0
05000US51103,"Lancaster County, Virginia",2006,9597.0
05000US32015,"Lander County, Nevada",2006,3756.0
05000US20101,"Lane County, Kansas",2006,1274.0
05000US41039,"Lane County, Oregon",2006,259233.0
05000US55067,"Langlade County, Wisconsin",2006,15806.0
05000US13173,"Lanier County, Georgia",2006,6253.0
05000US26087,"Lapeer County, Michigan",2006,65865.0
05000US56021,"Laramie County, Wyoming",2006,64559.0
05000US72081,"Lares Municipio, Puerto Rico",2006,25784.0
05000US08069,"Larimer County, Colorado",2006,208623.0
05000US21123,"Larue County, Kentucky",2006,10582.0
05000US08071,"Las Animas County, Colorado",2006,12209.0
05000US72083,"Las Mar�as Municipio, Puerto Rico",2006,8293.0
05000US72085,"Las Piedras Municipio, Puerto Rico",2006,28329.0
05000US06035,"Lassen County, California",2006,27578.0
05000US16057,"Latah County, Idaho",2006,29167.0
05000US40077,"Latimer County, Oklahoma",2006,8208.0
05000US01077,"Lauderdale County, Alabama",2006,69811.0
05000US28075,"Lauderdale County, Mississippi",2006,58914.0
05000US47097,"Lauderdale County, Tennessee",2006,20697.0
05000US21125,"Laurel County, Kentucky",2006,42702.0
05000US13175,"Laurens County, Georgia",2006,34960.0
05000US45059,"Laurens County, South Carolina",2006,50565.0
05000US48285,"Lavaca County, Texas",2006,13775.0
05000US01079,"Lawrence County, Alabama",2006,26105.0
05000US05075,"Lawrence County, Arkansas",2006,13361.0
05000US17101,"Lawrence County, Illinois",2006,13786.0
05000US18093,"Lawrence County, Indiana",2006,34888.0
05000US21127,"Lawrence County, Kentucky",2006,12318.0
05000US28077,"Lawrence County, Mississippi",2006,9685.0
05000US29109,"Lawrence County, Missouri",2006,27406.0
05000US39087,"Lawrence County, Ohio",2006,48189.0
05000US42073,"Lawrence County, Pennsylvania",2006,71779.0
05000US46081,"Lawrence County, South Dakota",2006,18369.0
05000US47099,"Lawrence County, Tennessee",2006,30096.0
05000US40079,"Le Flore County, Oklahoma",2006,36073.0
05000US27079,"Le Sueur County, Minnesota",2006,20104.0
05000US35025,"Lea County, New Mexico",2006,37854.0
